Iata,Icao,Region,Municipality,Name,IsHub,Latitude,Longitude,Elevation,Type,RunwayLength,RunwayCount,Slots,Passengers,WikiURL,Spalte1,Spalte2,Spalte3,Spalte4
TYF,ESST,SE-S,,Torsby Airport,0,60.1576004,12.99129963,393,M,5219,1,7,2000,http://en.wikipedia.org/wiki/Torsby_Airport,,,,
TYN,ZBYN,CN-14,Taiyuan,Taiyuan Wusu Airport,0,37.74689865,112.6279984,2575,L,3200,1,5,17930,http://en.wikipedia.org/wiki/Taiyuan_Wusu_Airport,,,,
TYR,KTYR,US-TX,Tyler,Tyler Pounds Regional Airport,0,32.35409927,-95.40239716,544,M,7200,3,15,1833,http://en.wikipedia.org/wiki/Tyler_Pounds_Regional_Airport,,,,
TZX,LTCG,TR-61,Trabzon,Trabzon International Airport,0,40.99509811,39.78969955,104,L,8661,1,10,4458,http://en.wikipedia.org/wiki/Trabzon_Airport,,,,
UAK,BGBW,GL-U-A,Narsarsuaq,Narsarsuaq Airport,0,61.16049957,-45.42599869,112,M,6004,1,7,1833,http://en.wikipedia.org/wiki/Narsarsuaq_Airport,,,,
UAQ,SANU,AR-J,San Juan,Domingo Faustino Sarmiento Airport,0,-31.571501,-68.418198,1958,M,8071,1,9,2291,https://en.wikipedia.org/wiki/Domingo_Faustino_Sarmiento_Airport,,,,
UBA,SBUR,BR-MG,Uberaba,M?írio de Almeida Franco Airport,0,-19.76472282,-47.96611023,2655,M,5771,1,8,1770,https://en.wikipedia.org/wiki/Uberaba_Airport,,,,
UBJ,RJDC,JP-35,Ube,Yamaguchi Ube Airport,0,33.93000031,131.279007,23,M,8200,1,9,2125,http://en.wikipedia.org/wiki/Yamaguchi_Ube_Airport,,,,
UCB,ZBUC,CN-15,Ulanqab,Ulanqab Jining Airport,0,41.129722,113.108056,0,M,3500,1,5,7064,https://en.wikipedia.org/wiki/Ulanqab_Jining_Airport,,,,
UCT,UUYH,RU-KO,Ukhta,Ukhta Airport,0,63.56689835,53.80469894,482,M,2700,1,5,5826,http://en.wikipedia.org/wiki/Ukhta_Airport,,,,
UDI,SBUL,BR-MG,Uberl?óndia,Ten. Cel. Aviador C??sar Bombonato Airport,0,-18.88361168,-48.22527695,3094,M,6398,1,8,2145,0,,,,
UEL,FQQL,MZ-Q,Quelimane,Quelimane Airport,0,-17.85549927,36.86909866,36,M,5905,2,10,1770,http://en.wikipedia.org/wiki/Quelimane_Airport,,,,
UEO,ROKJ,JP-47,,Kumejima Airport,0,26.3635006,126.7139969,23,M,6562,1,8,2041,http://en.wikipedia.org/wiki/Kumejima_Airport,,,,
UET,OPQT,PK-BA,Quetta,Quetta International Airport,0,30.25139999,66.93779755,5267,M,12000,2,15,1958,http://en.wikipedia.org/wiki/Quetta_International_Airport,,,,
UGU,ID-ZGP,ID-PA,Sugapa-Papua Island,Bilogai-Sugapa Airport,0,-3.73956,137.031998,7348,M,1969,1,4,1937,0,,,,
UIB,SKUI,CO-CHO,Quibd??,El Cara??o Airport,0,5.69076,-76.6412,204,M,4593,1,6,1937,http://en.wikipedia.org/wiki/El_Cara%C3%B1o_Airport,,,,
UIN,KUIN,US-IL,Quincy,Quincy Regional Baldwin Field,0,39.94269943,-91.19460297,768,M,7098,3,14,2354,http://en.wikipedia.org/wiki/Quincy_Regional_Airport,,,,
UIO,SEQM,EC-P,Quito,Mariscal Sucre International Airport,0,-0.129166667,-78.3575,7841,L,13445,1,14,8937,http://en.wikipedia.org/wiki/Mariscal_Sucre_International_Airport,,,,
UIP,LFRQ,FR-E,Quimper/Pluguffan,Quimper-Cornouaille Airport,0,47.97499847,-4.167789936,297,M,7054,2,11,2104,http://en.wikipedia.org/wiki/Quimper_-_Cornouaille_Airport,,,,
UKB,RJBE,JP-28,Kobe,Kobe Airport,0,34.63280106,135.223999,22,M,8202,1,10,2062,http://en.wikipedia.org/wiki/Kobe_Airport,,,,
UKG,UEBT,RU-SA,Ust-Kuyga,Ust-Kuyga Airport,0,70.01100159,135.6450043,315,M,3100,1,5,4710,https://en.wikipedia.org/wiki/Ust-Kuyga_Airport,,,,
UKX,UITT,RU-IRK,Ust-Kut,Ust-Kut Airport,0,56.8567009,105.7300034,2188,M,2600,1,5,7248,http://en.wikipedia.org/wiki/Ust-Kut_Airport,,,,
ULA,SAWJ,AR-Z,San Julian,Capitan D Daniel Vazquez Airport,0,-49.3068,-67.8026,203,M,6562,1,8,1750,0,,,,
ULK,UERL,RU-SA,Lensk,Lensk Airport,0,60.72060013,114.8259964,801,M,2600,1,5,5009,http://en.wikipedia.org/wiki/Lensk_Airport,,,,
ULU,HUGU,UG-304,Gulu,Gulu Airport,0,2.805560112,32.27180099,3510,M,10314,1,11,1729,http://en.wikipedia.org/wiki/Gulu_Airport,,,,
ULV,UWLL,RU-ULY,Ulyanovsk,Ulyanovsk Baratayevka Airport,0,54.2682991,48.22669983,463,M,3820,1,5,4109,http://en.wikipedia.org/wiki/Ulyanovsk_Baratayevka_Airport,,,,
ULY,UWLW,RU-ULY,Ulyanovsk,Ulyanovsk East Airport,0,54.40100098,48.80270004,252,M,5000,1,5,2306,http://en.wikipedia.org/wiki/Ulyanovsk_Vostochny_Airport,,,,
UME,ESNU,SE-AC,Ume?Ñ,Ume?Ñ Airport,0,63.79180145,20.28280067,24,M,7551,1,9,2395,http://en.wikipedia.org/wiki/Ume%C3%A5_Airport,,,,
UMR,YPWR,AU-SA,Woomera,Woomera Airfield,0,-31.14419937,136.8170013,548,M,2372,2,5,8383,http://en.wikipedia.org/wiki/Woomera_Airfield,,,,
UMS,UEMU,RU-SA,Ust-Maya,Ust-Maya Airport,0,60.35699844,134.4349976,561,M,3200,1,5,6505,https://en.wikipedia.org/wiki/Ust-Maya_Airport,,,,
UPB,MUPB,CU-02,Havana,Playa Baracoa Airport,0,23.03280067,-82.57939911,102,M,7563,1,9,1958,http://en.wikipedia.org/wiki/Playa_Baracoa_Airport,,,,
UPN,MMPN,MX-MIC,,Licenciado y General Ignacio Lopez Rayon Airport,0,19.39669991,-102.0390015,5258,M,7874,1,9,2312,http://en.wikipedia.org/wiki/Uruapan_International_Airport,,,,
URC,ZWWW,CN-65,?£r??mqi,?£r??mqi Diwopu International Airport,0,43.90710068,87.47419739,2125,L,3600,1,5,20861,http://en.wikipedia.org/wiki/%C3%9Cr%C3%BCmqi_Diwopu_International_Airport,,,,
URE,EEKE,EE-74,Kuressaare,Kuressaare Airport,0,58.22990036,22.5095005,14,M,4980,2,9,1958,http://en.wikipedia.org/wiki/Kuressaare_Airport,,,,
URG,SBUG,BR-RS,Uruguaiana,Rubem Berta Airport,0,-29.78219986,-57.03820038,256,M,4921,2,9,2020,https://en.wikipedia.org/wiki/Ruben_Berta_International_Airport,,,,
URJ,USHU,RU-KHM,Uray,Uray Airport,0,60.10329819,64.8266983,190,M,2800,1,5,5995,http://en.wikipedia.org/wiki/Uray_Airport,,,,
URO,LFOP,FR-Q,Rouen/Vall??e de Seine,Rouen Airport,0,49.38420105,1.174800038,512,M,5577,2,10,2020,http://en.wikipedia.org/wiki/Rouen_Airport,,,,
URS,UUOK,RU-KRS,Kursk,Kursk East Airport,0,51.75059891,36.29560089,686,M,2500,1,5,4669,http://en.wikipedia.org/wiki/Kursk_Vostochny_Airport,,,,
URY,OEGT,SA-08,Gurayat,Gurayat Domestic Airport,0,31.412413,37.278898,1672,M,10007,1,11,2145,http://en.wikipedia.org/wiki/Gurayat_Domestic_Airport,,,,
USH,SAWH,AR-V,Ushuahia,Malvinas Argentinas Airport,0,-54.8433,-68.2958,102,M,9186,1,10,2208,http://en.wikipedia.org/wiki/Ushuaia_International_Airport,,,,
USK,UUYS,RU-KO,Usinsk,Usinsk Airport,0,66.00469971,57.36719894,262,M,3200,1,5,7156,http://en.wikipedia.org/wiki/Usinsk_Airport,,,,
USN,RKPU,KR-31,Ulsan,Ulsan Airport,0,35.59349823,129.352005,45,M,6561,1,8,2354,http://en.wikipedia.org/wiki/Ulsan_Airport,,,,
USR,UEMT,RU-SA,Ust-Nera,Ust-Nera Airport,0,64.55000305,143.1150055,1805,M,3000,1,5,2330,https://en.wikipedia.org/wiki/Ust-Nera_Airport,,,,
UST,KSGJ,US-FL,St Augustine,Northeast Florida Regional Airport,0,29.9592,-81.339798,10,M,12000,7,29,2333,http://en.wikipedia.org/wiki/St._Augustine_Airport,,,,
USU,RPVV,PH-PLW,Coron,Francisco B. Reyes Airport,0,12.12150002,120.0999985,148,M,3300,1,5,1854,http://en.wikipedia.org/wiki/Busuanga_Airport,,,,
UTN,FAUP,ZA-NC,Upington,Pierre Van Ryneveld Airport,0,-28.39909935,21.2602005,2782,M,16076,2,19,1812,http://en.wikipedia.org/wiki/Upington_Airport,,,,
UTT,FAUT,ZA-EC,Mthatha,K. D. Matanzima Airport,0,-31.54636318,28.6733551,2400,M,6562,2,10,2229,http://en.wikipedia.org/wiki/K.D._Matanzima_Airport,,,,
UUA,UWKB,RU-TA,Bugulma,Bugulma Airport,0,54.63999939,52.80170059,991,M,2000,1,5,2825,http://en.wikipedia.org/wiki/Bugulma_Airport,,,,
UUD,UIUU,RU-BU,Ulan Ude,Ulan-Ude Airport (Mukhino),0,51.80780029,107.4380035,1690,M,2981,3,5,3998,http://en.wikipedia.org/wiki/Ulan-Ude_Airport,,,,
UUS,UHSS,RU-SAK,Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk Airport,0,46.88869858,142.7180023,59,M,3400,1,5,7713,http://en.wikipedia.org/wiki/Yuzhno-Sakhalinsk_Airport,,,,
UVE,NWWV,NC-U-A,Ouv??a,Ouv??a Airport,0,-20.6406002,166.572998,23,M,3609,1,6,2166,http://en.wikipedia.org/wiki/Ouv%C3%A9a_Airport,,,,
UYN,ZLYL,CN-61,Yulin,Yulin Yuyang Airport,0,38.35971,109.590927,0,M,2800,1,5,3954,https://en.wikipedia.org/wiki/Yulin_Yuyang_Airport,,,,
VAA,EFVA,FI-LS,Vaasa,Vaasa Airport,0,63.05070114,21.7621994,19,M,8727,1,10,1833,http://en.wikipedia.org/wiki/Vaasa_Airport,,,,
VAI,AYVN,PG-SAN,Vanimo,Vanimo Airport,0,-2.6926,141.3028,10,M,5775,1,7,2333,http://en.wikipedia.org/wiki/Vanimo_Airport,,,,
VAN,LTCI,TR-65,Van,Van Ferit Melen Airport,0,38.46820068,43.33229828,5480,M,9022,1,10,2250,http://en.wikipedia.org/wiki/Ferit_Melen_Airport,,,,
VAR,LBWN,BG-03,Varna,Varna Airport,0,43.232101,27.8251,230,L,8202,1,10,4166,http://en.wikipedia.org/wiki/Varna_Airport,,,,
VAV,NFTV,TO-05,Vava'u Island,Vava'u International Airport,0,-18.58530045,-173.9620056,236,M,5593,1,7,2312,http://en.wikipedia.org/wiki/Vava'u_International_Airport,,,,
VBS,LIPO,IT-25,Montichiari (BS),Brescia Airport,0,45.428902,10.3306,355,M,9810,1,11,1854,http://en.wikipedia.org/wiki/Brescia_Airport,,,,
VBY,ESSV,SE-I,Visby,Visby Airport,0,57.66279984,18.34620094,164,M,6562,2,10,2000,http://en.wikipedia.org/wiki/Visby_Airport,,,,
VCP,SBKP,BR-SP,Campinas,Viracopos International Airport,0,-23.00740051,-47.1344986,2170,M,10630,1,12,5521,http://en.wikipedia.org/wiki/Viracopos-Campinas_International_Airport,,,,
VCT,KVCT,US-TX,Victoria,Victoria Regional Airport,0,28.8526001,-96.91850281,115,M,9101,4,18,1854,http://en.wikipedia.org/wiki/Victoria_Regional_Airport,,,,
VDB,ENFG,NO-05,,Leirin Airport,0,61.0155983,9.288060188,2697,M,6722,1,8,1895,http://en.wikipedia.org/wiki/Fagernes_Airport%2C_Leirin,,,,
VDC,SBQV,BR-BA,Vit??ria Da Conquista,Vit??ria da Conquista Airport,0,-14.86279964,-40.86309814,3002,M,5823,1,7,2000,0,,,,
VDE,GCHI,ES-CN,El Hierro Island,Hierro Airport,0,27.81480026,-17.88710022,103,M,4101,1,6,2187,http://en.wikipedia.org/wiki/El_Hierro_Airport,,,,
VDM,SAVV,AR-R,Viedma / Carmen de Patagones,Gobernador Castello Airport,0,-40.8692,-63.0004,20,M,8366,2,12,2333,0,,,,
VDS,ENVD,NO-20,Vads??,Vads?? Airport,0,70.06529999,29.84469986,127,M,3271,1,5,2125,https://en.wikipedia.org/wiki/Vads%C3%B8_Airport,,,,
VER,MMVR,MX-VER,Veracruz,General Heriberto Jara International Airport,0,19.14590073,-96.18730164,90,M,7874,2,12,2312,http://en.wikipedia.org/wiki/General_Heriberto_Jara_International_Airport,,,,
VFA,FVFA,ZW-MN,Victoria Falls,Victoria Falls International Airport,0,-18.09589958,25.8390007,3490,M,7708,1,9,2291,http://en.wikipedia.org/wiki/Victoria_Falls_Airport,,,,
VGO,LEVX,ES-GA,Vigo,Vigo Airport,0,42.23180008,-8.62677002,856,M,7874,1,9,2395,http://en.wikipedia.org/wiki/Vigo-Peinador_Airport,,,,
VHM,ESNV,SE-AC,,Vilhelmina Airport,0,64.57910156,16.83359909,1140,M,4928,1,6,2062,http://en.wikipedia.org/wiki/Vilhelmina_Airport,,,,
VHV,UENI,RU-SA,Verkhnevilyuisk,Verkhnevilyuisk Airport,0,63.4580574,120.269165,411,M,3200,1,5,3607,https://en.wikipedia.org/wiki/Verkhnevilyuysk_Airport,,,,
VIL,GMMH,EH-U-A,Dakhla,Dakhla Airport,0,23.7183,-15.932,36,M,9842,1,10,1958,http://en.wikipedia.org/wiki/Dakhla_Airport,,,,
VIT,LEVT,ES-PV,Alava,Vitoria/Foronda Airport,0,42.88280106,-2.7244699,1682,M,11483,1,12,1729,http://en.wikipedia.org/wiki/Vitoria_Airport,,,,
VIX,SBVT,BR-ES,Vit??ria,Eurico de Aguiar Salles Airport,0,-20.25805664,-40.2863884,11,M,5741,1,8,1708,0,,,,
VKT,UUYW,RU-KO,Vorkuta,Vorkuta Airport,0,67.48860168,63.99309921,604,M,3000,1,5,4613,http://en.wikipedia.org/wiki/Vorkuta_Airport,,,,
VLC,LEVC,ES-V,Valencia,Valencia Airport,0,39.4893,-0.481625,240,M,8858,2,13,7004,http://en.wikipedia.org/wiki/Valencia_Airport,,,,
VLD,KVLD,US-GA,Valdosta,Valdosta Regional Airport,0,30.78249931,-83.27670288,203,M,8002,3,15,1666,http://en.wikipedia.org/wiki/Valdosta_Regional_Airport,,,,
VLI,NVVV,VU-SEE,Port Vila,Bauerfield International Airport,0,-17.69930077,168.3200073,70,M,8530,2,13,2887,http://en.wikipedia.org/wiki/Bauerfield_International_Airport,,,,
VLL,LEVD,ES-CL,Valladolid,Valladolid Airport,0,41.70610046,-4.851940155,2776,M,9843,2,13,2375,http://en.wikipedia.org/wiki/Valladolid_Airport,,,,
VLY,EGOV,GB-WLS,Angelsey,Anglesey Airport,0,53.24810028,-4.535339832,37,M,7513,3,15,1958,http://en.wikipedia.org/wiki/Anglesey_Airport,,,,
VMU,PG-VMU,PG-GPK,Baimuru,Baimuru Airport,0,-7.496860027,144.8199005,27,M,2953,1,4,1708,http://en.wikipedia.org/wiki/Baimuru_Airport,,,,
VNO,EYVI,LT-VL,Vilnius,Vilnius International Airport,0,54.634102,25.285801,648,L,8251,1,10,10633,http://en.wikipedia.org/wiki/Vilnius_International_Airport,,,,
VNT,EVVA,LV-VEN,Ventspils,Ventspils International Airport,0,57.35779953,21.5442009,19,M,4259,1,6,1666,http://en.wikipedia.org/wiki/Ventspils_International_Airport,,,,
VNX,FQVL,MZ-I,Vilanculo,Vilankulo Airport,0,-22.01840019,35.31330109,46,M,4823,2,9,2187,http://en.wikipedia.org/wiki/Vilankulo_Airport,,,,
VOG,URWW,RU-VGG,Volgograd,Volgograd International Airport,0,48.78250122,44.34550095,482,M,2469,3,5,8695,http://en.wikipedia.org/wiki/Volgograd_International_Airport,,,,
VOH,FMNV,MG-D,,Vohimarina Airport,0,-13.37580013,50.00279999,19,M,4236,1,6,1833,http://en.wikipedia.org/wiki/Vohemar_Airport,,,,
VOZ,UUOO,RU-VOR,Voronezh,Voronezh International Airport,0,51.81420135,39.229599,514,M,2300,1,5,5814,http://en.wikipedia.org/wiki/Voronezh_International_Airport,,,,
VPE,FNGI,AO-CNN,Ngiva,Ngjiva Pereira Airport,0,-17.0435009,15.68379974,3566,M,10640,1,11,1895,http://en.wikipedia.org/wiki/Ondjiva_Pereira_Airport,,,,
VPY,FQCH,MZ-B,Chimoio,Chimoio Airport,0,-19.15130043,33.42900085,2287,M,7874,1,9,2250,http://en.wikipedia.org/wiki/Chimoio_Airport,,,,
VRA,MUVR,CU-04,Varadero,Juan Gualberto Gomez International Airport,0,23.03440094,-81.43530273,210,L,11490,1,13,3583,http://en.wikipedia.org/wiki/Juan_Gualberto_G%C3%B3mez_Airport,,,,
VRC,RPUV,PH-CAT,Virac,Virac Airport,0,13.5763998,124.2060013,121,M,5118,1,7,2187,http://en.wikipedia.org/wiki/Virac_Airport,,,,
VRK,EFVR,FI-IS,Varkaus / Joroinen,Varkaus Airport,0,62.17110062,27.86860085,286,M,6562,1,8,1958,http://en.wikipedia.org/wiki/Varkaus_Airport,,,,
VRL,LPVR,PT-17,Vila Real,Vila Real Airport,0,41.2743,-7.72047,1805,M,3107,1,5,2395,https://en.wikipedia.org/wiki/Vila_Real_Airport,,,,
VRN,LIPX,IT-34,Verona,Verona Villafranca Airport,0,45.395699,10.8885,239,L,10064,1,12,9262,http://en.wikipedia.org/wiki/Verona_Airport,,,,
VSA,MMVA,MX-TAB,Villahermosa,Carlos Rovirosa P??rez International Airport,0,17.99699974,-92.81739807,46,M,7218,1,9,1770,http://en.wikipedia.org/wiki/Carlos_Rovirosa_P%C3%A9rez_International_Airport,,,,
VSE,LPVZ,PT-18,Viseu,Aerodromo Goncalves Lobato (Viseu Airport),0,40.725498,-7.88899,2060,M,4015,1,6,2166,https://en.wikipedia.org/wiki/Viseu_Airport,,,,
VST,ESOW,SE-U,Stockholm / V?ñster?Ñs,Stockholm V?ñster?Ñs Airport,0,59.58940125,16.63360023,21,M,8468,1,10,1854,http://en.wikipedia.org/wiki/Stockholm-V%C3%A4ster%C3%A5s_Airport,,,,
VTU,MUVT,CU-10,Las Tunas,Hermanos Ameijeiras Airport,0,20.98760033,-76.93579865,328,M,5971,1,7,2333,http://en.wikipedia.org/wiki/Hermanos_Ameijeiras_Airport,,,,
VVZ,DAAP,DZ-33,Illizi,Illizi Takhamalt Airport,0,26.7234993,8.622650146,1778,M,9843,1,10,2187,http://en.wikipedia.org/wiki/Illizi_Airport,,,,
VXC,FQLC,MZ-A,Lichinga,Lichinga Airport,0,-13.274,35.2663,4505,M,8300,1,9,2250,http://en.wikipedia.org/wiki/Lichinga_Airport,,,,
VXO,ESMX,SE-G,V?ñxj??,V?ñxj?? Kronoberg Airport,0,56.92910004,14.72799969,610,M,6900,1,8,2104,http://en.wikipedia.org/wiki/V%C3%A4xj%C3%B6_Airport,,,,
VYI,UENW,RU-SA,Vilyuisk,Vilyuisk Airport,0,63.75666809,121.6933365,361,M,2600,1,5,8609,http://en.wikipedia.org/wiki/Vilyuisk_Airport,,,,
WAE,OEWD,SA-01,,Wadi Al Dawasir Airport,0,20.50429916,45.19960022,2062,M,10007,1,11,2020,http://en.wikipedia.org/wiki/Wadi_al-Dawasir_Domestic_Airport,,,,
WAG,NZWU,NZ-MWT,Wanganui,Wanganui Airport,0,-39.96220016,175.0249939,27,M,4521,6,19,2270,http://en.wikipedia.org/wiki/Wanganui_Airport,,,,
WAI,FMNW,MG-M,Antsohihy,Ambalabe Airport,0,-14.8987999,47.9939003,92,M,4921,1,7,2312,http://en.wikipedia.org/wiki/Ambalabe_Airport,,,,
WAT,EIWF,IE-WD,Waterford,Waterford Airport,0,52.18719864,-7.086959839,119,M,4701,1,7,2145,http://en.wikipedia.org/wiki/Waterford_Airport,,,,
WBM,AYWD,PG-EPW,,Wapenamanda Airport,0,-5.643300056,143.8950043,5889,M,5052,1,6,1729,http://en.wikipedia.org/wiki/Wapenamanda_Airport,,,,
WDH,FYWH,NA-KH,Windhoek,Hosea Kutako International Airport,0,-22.4799,17.4709,5640,M,15010,2,18,2104,http://en.wikipedia.org/wiki/Windhoek_Hosea_Kutako_International_Airport,,,,
WDS,ZHSY,CN-42,Shiyan,Shiyan Wudangshan Airport,0,32.591667,110.907778,0,M,3100,1,5,6850,https://en.wikipedia.org/wiki/Shiyan_Wudangshan_Airport,,,,
WEF,ZSWF,CN-37,Weifang,Weifang Airport,0,36.646702,119.119003,0,M,3400,1,5,7463,https://en.wikipedia.org/wiki/Weifang_Airport,,,,
WEH,ZSWH,CN-37,Weihai,Weihai Airport,0,37.18709946,122.2289963,145,M,2600,1,5,8146,http://en.wikipedia.org/wiki/Weihai_Airport,,,,
WEI,YBWP,AU-QLD,Weipa,Weipa Airport,0,-12.67860031,141.9250031,63,M,1645,1,5,1730,http://en.wikipedia.org/wiki/Weipa_Airport,,,,
WFI,FMSF,MG-F,,Fianarantsoa Airport,0,-21.4416008,47.11169815,3658,M,4101,1,6,2312,http://en.wikipedia.org/wiki/Fianarantsoa_Airport,,,,
WGA,YSWG,AU-NSW,Wagga Wagga,Wagga Wagga City Airport,0,-35.16529846,147.4660034,724,M,1768,2,5,3479,http://en.wikipedia.org/wiki/Wagga_Wagga_Airport,,,,
WGN,ZGSY,CN-43,Shaoyang,Shaoyang Wugang Airport,0,26.802,110.642,1444,M,2600,1,5,4639,https://en.wikipedia.org/wiki/Shaoyang_Wugang_Airport,,,,
WHK,NZWK,NZ-BOP,,Whakatane Airport,0,-37.92060089,176.9140015,20,M,4200,3,11,2250,http://en.wikipedia.org/wiki/Whakatane_Airport,,,,
WIC,EGPC,GB-SCT,Wick,Wick Airport,0,58.45890045,-3.093060017,126,M,5988,2,10,2354,http://en.wikipedia.org/wiki/Wick_Airport,,,,
WIL,HKNW,KE-110,Nairobi,Nairobi Wilson Airport,0,-1.321720004,36.81480026,5536,M,5052,2,9,2270,http://en.wikipedia.org/wiki/Wilson_Airport,,,,
WJR,HKWJ,KE-500,Wajir,Wajir Airport,0,1.733240008,40.09159851,770,M,9193,1,10,1729,0,,,,
WJU,RKNW,KR-42,Wonju,Wonju/Hoengseong Air Base (K-38/K-46),0,37.441201,127.963858,329,M,9000,1,11,2020,"http://en.wikipedia.org/wiki/Wonju_Airport, https://en.wikipedia.org/wiki/List_of_airports_in_South_Korea",,,,
WKA,NZWF,NZ-OTA,,Wanaka Airport,0,-44.72219849,169.2460022,1142,M,3937,1,6,2375,http://en.wikipedia.org/wiki/Wanaka_Airport,,,,
WKJ,RJCW,JP-01,Wakkanai,Wakkanai Airport,0,45.40420151,141.8009949,30,M,6560,1,8,1895,http://en.wikipedia.org/wiki/Wakkanai_Airport,,,,
WKK,5A8,US-AK,Aleknagik,Aleknagik / New Airport,0,59.2826004,-158.6179962,66,M,2040,1,4,2083,http://en.wikipedia.org/wiki/Aleknagik_Airport,,,,
WLG,NZWN,NZ-WGN,Wellington,Wellington International Airport,0,-41.32720184,174.8049927,41,L,6352,1,8,7333,http://en.wikipedia.org/wiki/Wellington_International_Airport,,,,
WLS,NLWW,WF-U-A,Wallis Island,Hihifo Airport,0,-13.23830032,-176.1990051,79,M,6890,1,8,1687,http://en.wikipedia.org/wiki/Hihifo_Airport,,,,
WMI,EPMO,PL-MZ,Warsaw,Modlin Airport,0,52.4510994,20.65180016,341,L,8202,1,9,4875,http://en.wikipedia.org/wiki/Warsaw%E2%80%93Modlin_Mazovia_Airport,,,,
WMN,FMNR,MG-A,,Maroantsetra Airport,0,-15.43669987,49.68830109,13,M,4265,1,6,1875,http://en.wikipedia.org/wiki/Maroantsetra_Airport,,,,
WMR,FMNC,MG-A,Mananara Nord,Mananara Nord Airport,0,-16.16390038,49.7737999,9,M,4101,1,6,1687,http://en.wikipedia.org/wiki/Mananara_Nord_Airport,,,,
WMT,ZUMT,CN-52,Zunyi,Zunyi Maotai Airport,0,27.81638,106.33268,4068,M,2600,1,5,3548,https://en.wikipedia.org/wiki/Zunyi_Maotai_Airport,,,,
WNH,ZPWS,CN-53,Wenshan,Wenshan Puzhehei Airport,0,23.5583,104.3255,5217,M,2500,1,5,2686,https://en.wikipedia.org/wiki/Wenshan_Puzhehei_Airport,,,,
WNP,RPUN,PH-CAS,Naga,Naga Airport,0,13.5848999,123.2699966,142,M,4599,1,6,2187,http://en.wikipedia.org/wiki/Naga_Airport,,,,
WNS,OPNH,PK-SD,Nawabashah,Shaheed Benazirabad Airport,0,26.2194,68.390099,95,M,8999,1,10,2062,http://en.wikipedia.org/wiki/Nawabshah_Airport,,,,
WOL,YWOL,AU-NSW,,Wollongong Airport,0,-34.56110001,150.7890015,31,M,1819,2,5,6007,http://en.wikipedia.org/wiki/Wollongong_Airport,,,,
WRE,NZWR,NZ-NTL,,Whangarei Airport,0,-35.7682991,174.3650055,133,M,3599,2,8,1791,http://en.wikipedia.org/wiki/Whangarei_Airport,,,,
WRG,PAWG,US-AK,Wrangell,Wrangell Airport,0,56.48429871,-132.3699951,49,M,5999,1,8,1895,http://en.wikipedia.org/wiki/Wrangell_Airport,,,,
WRL,KWRL,US-WY,Worland,Worland Municipal Airport,0,43.96569824,-107.9509964,4227,M,7005,3,14,2145,http://en.wikipedia.org/wiki/Worland_Municipal_Airport,,,,
WRO,EPWR,PL-DS,Wroc?éaw,Copernicus Wroc?éaw Airport,0,51.10269928,16.88579941,404,L,8202,1,9,7150,http://en.wikipedia.org/wiki/Copernicus_Airport_Wroc%C5%82aw,,,,
WSZ,NZWS,NZ-WTC,,Westport Airport,0,-41.73809814,171.5809937,13,M,4200,1,6,1770,http://en.wikipedia.org/wiki/Westport_Airport_(New_Zealand),,,,
WTB,YBWW,AU-QLD,Toowoomba,Toowoomba Wellcamp Airport,0,-27.558332,151.793335,1509,M,2870,1,5,2071,https://en.wikipedia.org/wiki/Toowoomba_Wellcamp_Airport,,,,
WUA,ZBUH,CN-15,Wuhai,Wuhai Airport,0,39.7934,106.7993,3650,M,3100,1,5,6937,http://en.wikipedia.org/wiki/Wuhai_Airport,,,,
WUH,ZHHH,CN-42,Wuhan,Wuhan Tianhe International Airport,0,30.7838,114.208,113,L,3400,1,5,10913,http://en.wikipedia.org/wiki/Wuhan_Tianhe_International_Airport,,,,
WUN,YWLU,AU-WA,,Wiluna Airport,0,-26.62919998,120.2210007,1649,M,1811,2,5,1910,http://en.wikipedia.org/wiki/Wiluna_Airport,,,,
WUS,ZSWY,CN-35,Wuyishan,Nanping Wuyishan Airport,0,27.7019,118.000999,614,M,3400,1,5,4272,https://en.wikipedia.org/wiki/Wuyishan_Airport,,,,
WUT,ZBXZ,CN-14,Xinzhou,Xinzhou Wutaishan Airport,0,38.597456,112.969173,2527,M,2500,1,5,4456,,,,,
WUU,HSWW,SS-14,Wau,Wau Airport,0,7.725830078,27.97500038,1529,M,7644,1,9,1833,http://en.wikipedia.org/wiki/Wau_Airport,,,,
WUX,ZSWX,CN-32,Wuxi,Sunan Shuofang International Airport,0,31.49440002,120.4290009,24,M,2500,1,5,4237,http://en.wikipedia.org/wiki/Wuxi_Shuofang_Airport,,,,
WUZ,ZGWZ,CN-45,Wuzhou,Wuzhou Changzhoudao Airport,0,23.456699,111.248001,89,M,1800,1,5,6632,https://en.wikipedia.org/wiki/Wuzhou_Changzhoudao_Airport,,,,
WVB,FYWB,NA-ER,Walvis Bay,Walvis Bay Airport,0,-22.9799,14.6453,299,M,7001,1,8,1666,http://en.wikipedia.org/wiki/Walvis_Bay_Airport,,,,
WVK,FMSK,MG-F,,Manakara Airport,0,-22.11969948,48.02170181,33,M,3886,1,6,1770,http://en.wikipedia.org/wiki/Manakara_Airport,,,,
